AccountNo,CustId,AccountLocation,CurrencyCode,DailyDepositLimit,StakeScale,SourceProd,SheetName,Title,FirstName,LastName,CreateDate,CountryCode,Language,Status,DateOfBirth,Contact,CustomerGroup,BetDate,ClassId,CategoryId,Source,BetCount,Bet_Amt,Win_Amt,Product,Unnamed: 9,Unnamed: 10,Unnamed: 11,AccountNo.1,Bet_Amt.1,Product.1,Unnamed: 15,AccountNo.2,Vegas,Sportsbook,Games,Casino,Poker,Bingo,,Adjustments,CLASSID,CATEGORYID,product,sub_product,description,bet_or_play,Table: student,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Table: school,Unnamed: 8
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-15,2,9.0,I,8.0,2540.0,1877.5,Sportsbook,,,,01148BP   ,2540.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-20,2,9.0,N,7.0,2536.72,4839.22,Sportsbook,,,,01148BP   ,2536.72,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-05,2,9.0,I,13.0,2525.0,3065.63,Sportsbook,,,,01148BP   ,2525.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-19,3,8.0,I,7.0,2500.0,3200.0,Sportsbook,,,,01148BP   ,2500.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-21,274,5.0,I,2.0,2500.0,0.0,Sportsbook,,,,01284UW   ,2500.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-09,22512_XFER,22512.0,I,619.0,2428.0,2557.6,Vegas,,,,00357DG   ,2428.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-16,2,9.0,I,7.0,2393.75,7331.25,Sportsbook,,,,01148BP   ,2393.75,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-25,22528_PRCH,22528.0,I,2.0,2377.08,0.0,Casino,,,,01152SJ   ,2377.08,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-14,22528_PRCH,22528.0,I,2.0,2365.0121,0.0,Casino,,,,01152SJ   ,2365.0121,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-25,22527_PRCH,22527.0,I,2.0,2313.7433,0.0,Poker,,,,01152SJ   ,2313.7433,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-19,2,9.0,I,8.0,2275.0,1525.0,Sportsbook,,,,01148BP   ,2275.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-11-19,2,9.0,I,13.0,2223.0,1848.73,Sportsbook,,,,01196ZZ   ,2223.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-29,2,9.0,M,5.0,2200.0,900.0,Sportsbook,,,,01148BP   ,2200.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-16,22527_PRCH,22527.0,I,5.0,2177.5649,0.0,Poker,,,,01152SJ   ,2177.5649,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-30,2,9.0,I,7.0,2162.5,3912.5,Sportsbook,,,,01148BP   ,2162.5,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-16,22528_PRCH,22528.0,I,1.0,2115.3487,0.0,Casino,,,,01152SJ   ,2115.3487,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-17,2,9.0,I,14.0,2112.0,557.05,Sportsbook,,,,01196ZZ   ,2112.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-12-08,2,9.0,I,16.0,2030.0,3475.5,Sportsbook,,,,01196ZZ   ,2030.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-26,2,9.0,I,7.0,2020.0,3820.0,Sportsbook,,,,01148BP   ,2020.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-18,2,9.0,I,6.0,2008.0,0.0,Sportsbook,,,,01148BP   ,2008.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-23,2,9.0,I,5.0,2000.0,0.0,Sportsbook,,,,01148BP   ,2000.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-13,2,9.0,I,7.0,2000.0,1837.5,Sportsbook,,,,01284UW   ,1985.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-11-02,46,5.0,I,11.0,1985.0,2325.56,Sportsbook,,,,01284UW   ,1980.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-30,1,5.0,I,14.0,1980.0,2800.0,Sportsbook,,,,01152SJ   ,1948.2058,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-08,22527_PRCH,22527.0,I,2.0,1948.2058,0.0,Poker,,,,01148BP   ,1900.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-12,2,9.0,I,9.0,1900.0,3300.0,Sportsbook,,,,01152SJ   ,1873.5948,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-03,22527_PRCH,22527.0,I,1.0,1873.5948,0.0,Poker,,,,01152SJ   ,1870.4408,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-09,22528_PRCH,22528.0,I,2.0,1870.4408,0.0,Casino,,,,01152SJ   ,1859.6764,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-28,22527_PRCH,22527.0,I,1.0,1859.6764,0.0,Poker,,,,01148BP   ,1850.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-10,2,9.0,I,7.0,1850.0,2400.0,Sportsbook,,,,00357DG   ,1835.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-13,22512_XFER,22512.0,I,242.0,1835.0,1662.5,Vegas,,,,01148BP   ,1812.5,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-22,2,9.0,I,7.0,1812.5,562.5,Sportsbook,,,,01148BP   ,1800.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-01,2,9.0,I,5.0,1800.0,3125.0,Sportsbook,,,,01196ZZ   ,1800.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-11-20,2,9.0,I,5.0,1800.0,0.0,Sportsbook,,,,01152SJ   ,1796.4444,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-19,22527_PRCH,22527.0,I,6.0,1796.4444,0.0,Poker,,,,01152SJ   ,1785.2668,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-09,22528_PRCH,22528.0,I,4.0,1785.2668,0.0,Casino,,,,01196ZZ   ,1770.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-11-17,2,9.0,I,9.0,1770.0,4270.5,Sportsbook,,,,01152SJ   ,1743.6792,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-17,22528_PRCH,22528.0,I,1.0,1743.6792,0.0,Casino,,,,01148BP   ,1737.5,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-29,2,9.0,I,6.0,1737.5,1806.25,Sportsbook,,,,01152SJ   ,1705.9773,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-20,22527_PRCH,22527.0,I,6.0,1705.9773,0.0,Poker,,,,01148BP   ,1700.13,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-15,2,9.0,I,8.0,1700.13,0.0,Sportsbook,,,,01148BP   ,1700.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-11,2,9.0,I,6.0,1700.0,0.0,Sportsbook,,,,01284UW   ,1700.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-20,46,5.0,I,7.0,1700.0,0.0,Sportsbook,,,,01148BP   ,1680.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-17,2,9.0,N,4.0,1680.0,0.0,Sportsbook,,,,01152SJ   ,1644.7409,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-09,22527_PRCH,22527.0,I,2.0,1644.7409,0.0,Poker,,,,00357DG   ,1640.0,Games,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-12,612,0.0,I,351.0,1640.0,1325.25,Games,,,,01148BP   ,1640.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-15,2,9.0,M,5.0,1640.0,1640.0,Sportsbook,,,,01148BP   ,1600.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-02,2,9.0,I,5.0,1600.0,2450.0,Sportsbook,,,,01148BP   ,1595.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-18,3,8.0,I,4.0,1595.0,2745.0,Sportsbook,,,,00357DG   ,1580.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-02,22512_XFER,22512.0,I,437.0,1580.0,1337.1,Vegas,,,,01152SJ   ,1562.0119,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-11-30,22527_PRCH,22527.0,I,1.0,1562.0119,0.0,Poker,,,,01152SJ   ,1557.7677,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-15,22527_PRCH,22527.0,I,2.0,1557.7677,0.0,Poker,,,,01284UW   ,1554.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-12-23,46,5.0,I,33.0,1554.0,1369.69,Sportsbook,,,,01148BP   ,1550.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-22,2,9.0,I,5.0,1550.0,0.0,Sportsbook,,,,00497XG   ,1540.05,Games,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-03,2,9.0,I,3.0,1550.0,0.0,Sportsbook,,,,01152SJ   ,1516.7794,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
00497XG   ,,,,,,,Betting,,,,,,,,,,,2012-12-30,638,0.0,I,617.0,1540.05,1295.26,Games,,,,00C017    ,1500.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-01,22528_PRCH,22528.0,I,3.0,1516.7794,0.0,Casino,,,,01148BP   ,1500.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-23,22527_PRCH,22527.0,I,4.0,1500.0,0.0,Poker,,,,01152SJ   ,1479.4054,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-23,2,9.0,N,4.0,1500.0,900.0,Sportsbook,,,,01148BP   ,1450.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-04,22528_PRCH,22528.0,I,3.0,1479.4054,0.0,Casino,,,,01152SJ   ,1436.9968,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-07,2,9.0,I,4.0,1450.0,0.0,Sportsbook,,,,01196ZZ   ,1414.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-07,2,9.0,N,2.0,1450.0,2200.0,Sportsbook,,,,01196ZZ   ,1412.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-02,22527_PRCH,22527.0,I,1.0,1436.9968,0.0,Poker,,,,01148BP   ,1408.13,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-11-17,3,8.0,I,9.0,1414.0,550.0,Sportsbook,,,,01148BP   ,1400.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-11-24,2,9.0,I,12.0,1412.0,406.5,Sportsbook,,,,01196ZZ   ,1400.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-18,2,9.0,I,5.0,1408.13,1556.88,Sportsbook,,,,01152SJ   ,1355.7315,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-06,2,9.0,I,4.0,1400.0,0.0,Sportsbook,,,,01196ZZ   ,1348.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-12-17,22512_XFER,22512.0,I,16.0,1400.0,900.0,Vegas,,,,01148BP   ,1337.5,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-10,22528_PRCH,22528.0,I,1.0,1355.7315,0.0,Casino,,,,01148BP   ,1315.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-15,2,9.0,I,5.0,1348.0,3773.25,Sportsbook,,,,01152SJ   ,1309.9826,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-21,2,9.0,I,3.0,1337.5,900.0,Sportsbook,,,,01152SJ   ,1306.1579,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-20,2,9.0,I,5.0,1315.0,1275.0,Sportsbook,,,,01148BP   ,1300.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-08,22527_PRCH,22527.0,I,1.0,1309.9826,0.0,Poker,,,,01148BP   ,1275.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-18,22528_PRCH,22528.0,I,5.0,1306.1579,0.0,Casino,,,,01148BP   ,1270.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-05,2,9.0,N,3.0,1300.0,3600.0,Sportsbook,,,,01152SJ   ,1261.1322,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-01,2,9.0,N,4.0,1275.0,550.0,Sportsbook,,,,01148BP   ,1250.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-26,22512_XFER,22512.0,I,25.0,1270.0,1200.0,Vegas,,,,00C017    ,1230.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-14,22527_PRCH,22527.0,I,2.0,1261.1322,0.0,Poker,,,,01196ZZ   ,1225.6,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-05,2,9.0,I,9.0,1250.0,650.0,Sportsbook,,,,01148BP   ,1225.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-12-21,22527_PRCH,22527.0,I,5.0,1230.0,0.0,Poker,,,,00J381    ,1200.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-23,22512_XFER,22512.0,I,613.0,1225.6,901.1,Vegas,,,,01148BP   ,1200.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-27,2,9.0,M,3.0,1225.0,0.0,Sportsbook,,,,01196ZZ   ,1200.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-12-06,2,9.0,M,7.0,1200.0,500.0,Sportsbook,,,,01284UW   ,1200.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-24,2,9.0,I,4.0,1200.0,0.0,Sportsbook,,,,01152SJ   ,1181.1464,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-17,3,8.0,I,10.0,1200.0,1425.0,Sportsbook,,,,00497XG   ,1180.12,Games,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-11-16,2,9.0,I,3.0,1200.0,0.0,Sportsbook,,,,00J381    ,1165.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-11,46,5.0,I,1.0,1200.0,0.0,Sportsbook,,,,01148BP   ,1150.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-07,22528_PRCH,22528.0,I,1.0,1181.1464,0.0,Casino,,,,00357DG   ,1134.0,Games,,,,,,,,,,,,,,,,,,,,,,,,,
00497XG   ,,,,,,,Betting,,,,,,,,,,,2012-12-31,638,0.0,I,817.0,1180.12,590.33,Games,,,,01148BP   ,1132.42,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-03,2,9.0,M,9.0,1165.0,1725.0,Sportsbook,,,,00497XG   ,1130.8,Games,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-23,2,9.0,M,4.0,1150.0,1000.0,Sportsbook,,,,01196ZZ   ,1130.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-15,635,0.0,I,204.0,1134.0,918.5,Games,,,,01148BP   ,1125.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-25,2,9.0,N,3.0,1132.42,0.0,Sportsbook,,,,01284UW   ,1125.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00497XG   ,,,,,,,Betting,,,,,,,,,,,2012-12-31,601,0.0,I,256.0,1130.8,912.28,Games,,,,01152SJ   ,1121.0344,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-23,3,8.0,I,5.0,1130.0,1350.0,Sportsbook,,,,01152SJ   ,1119.2637,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-08,2,9.0,I,7.0,1125.0,525.0,Sportsbook,,,,00357DG   ,1114.75,Games,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-11-04,46,5.0,I,41.0,1125.0,996.0,Sportsbook,,,,01152SJ   ,1105.4211,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-04,22527_PRCH,22527.0,I,13.0,1121.0344,0.0,Poker,,,,01152SJ   ,1060.9748,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-11-04,22527_PRCH,22527.0,I,9.0,1119.2637,0.0,Poker,,,,01152SJ   ,1060.8424,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-13,613,0.0,I,182.0,1114.75,649.15,Games,,,,01196ZZ   ,1050.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-04,22528_PRCH,22528.0,I,5.0,1105.4211,0.0,Casino,,,,01196ZZ   ,1047.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-13,22528_PRCH,22528.0,I,1.0,1060.9748,0.0,Casino,,,,01284UW   ,1030.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-11-05,22528_PRCH,22528.0,I,1.0,1060.8424,0.0,Casino,,,,01284UW   ,1025.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-20,2,9.0,I,7.0,1050.0,0.0,Sportsbook,,,,01152SJ   ,1024.3583,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-15,3,8.0,I,6.0,1047.0,700.0,Sportsbook,,,,00J381    ,1015.78,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-22,46,5.0,I,3.0,1030.0,0.0,Sportsbook,,,,01152SJ   ,1013.6139,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-23,275,5.0,I,6.0,1025.0,0.0,Sportsbook,,,,01148BP   ,1006.25,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-18,22527_PRCH,22527.0,I,3.0,1024.3583,0.0,Poker,,,,01152SJ   ,1002.2551,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-30,2,9.0,M,6.0,1015.78,3547.1,Sportsbook,,,,01148BP   ,1000.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-26,22528_PRCH,22528.0,I,2.0,1013.6139,0.0,Casino,,,,01196ZZ   ,1000.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-12,2,9.0,I,5.0,1006.25,506.25,Sportsbook,,,,01284UW   ,1000.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-09,22527_PRCH,22527.0,I,1.0,1002.2551,0.0,Poker,,,,01196ZZ   ,977.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-28,2,9.0,M,2.0,1000.0,0.0,Sportsbook,,,,00C017    ,950.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-27,2,9.0,I,3.0,1000.0,0.0,Sportsbook,,,,01196ZZ   ,950.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-12,2,9.0,N,1.0,1000.0,0.0,Sportsbook,,,,01152SJ   ,933.8098,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-26,2,9.0,N,2.0,1000.0,0.0,Sportsbook,,,,01148BP   ,912.5,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-09-23,3,8.0,I,6.0,1000.0,2850.0,Sportsbook,,,,00357DG   ,907.0,Games,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-19,46,5.0,I,2.0,1000.0,0.0,Sportsbook,,,,00C017    ,900.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-27,2,9.0,I,19.0,977.0,563.0,Sportsbook,,,,00J381    ,900.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-12-29,22527_PRCH,22527.0,I,4.0,950.0,0.0,Poker,,,,01148BP   ,900.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-12-06,22512_XFER,22512.0,I,12.0,950.0,1440.0,Vegas,,,,01152SJ   ,870.0242,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-14,22528_PRCH,22528.0,I,10.0,933.8098,0.0,Casino,,,,00C017    ,870.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-30,2,9.0,I,4.0,912.5,3143.75,Sportsbook,,,,00J381    ,863.13,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
